Time [s],Packet ID,MOSI,MISO
2.117648100000000,0,\xFF,\0
2.117651720000000,0,\xFF,\0
2.117655340000000,0,\xFF,\0
2.117658980000000,0,\xFF,\0
2.117662600000000,0,\xFF,\0
2.117666240000000,0,\xFF,\0
2.117669860000000,0,\xFF,\0
2.117673500000000,0,\xFF,\0
2.117677120000000,0,\xFF,\0
2.117680760000000,0,\xFF,\0
2.117684380000000,0,\xFF,\0
2.117688000000000,0,\xFF,\0
2.117691640000000,0,\xFF,\0
2.117695260000000,0,\xFF,\0
2.117698900000000,0,\xFF,\0
2.117702520000000,0,\xFF,\0
2.117706160000000,0,\xFF,\0
2.117709780000000,0,\xFF,\0
2.117713400000000,0,\xFF,\0
2.117717040000000,0,\xFF,\0
2.117720660000000,0,\xFF,\0
2.117724300000000,0,\xFF,\0
2.117727920000000,0,\xFF,\0
2.117731560000000,0,\xFF,\0
2.117735180000000,0,\xFF,\0
2.117738820000000,0,\xFF,\0
2.117742440000000,0,\xFF,\0
2.117746060000000,0,\xFF,\0
2.117749700000000,0,\xFF,\0
2.117753320000000,0,\xFF,\0
2.117756960000000,0,\xFF,\0
2.117760580000000,0,\xFF,\0
2.117764220000000,0,\xFF,\0
2.117767840000000,0,\xFF,\0
2.117771480000000,0,\xFF,\0
2.117775100000000,0,\xFF,\0
2.117778720000000,0,\xFF,\0
2.117782360000000,0,\xFF,\0
2.117785980000000,0,\xFF,\0
2.117789620000000,0,\xFF,\0
2.117793240000000,0,\xFF,\0
2.117796880000000,0,\xFF,\0
2.117800500000000,0,\xFF,\0
2.117804120000000,0,\xFF,\0
2.117807760000000,0,\xFF,\0
2.117811380000000,0,\xFF,\0
2.117815020000000,0,\xFF,\0
2.117818640000000,0,\xFF,\0
2.117822280000000,0,\xFF,\0
2.117825900000000,0,\xFF,\0
2.117829540000000,0,\xFF,\0
2.117833160000000,0,\xFF,\0
2.117836780000000,0,\xFF,\0
2.117840420000000,0,\xFF,\0
2.117844040000000,0,\xFF,\0
2.117847680000000,0,\xFF,\0
2.117851300000000,0,\xFF,\0
2.117854940000000,0,\xFF,\0
2.117858560000000,0,\xFF,\0
2.117862180000000,0,\xFF,\0
2.117865820000000,0,\xFF,\0
2.117869440000000,0,\xFF,\0
2.117873080000000,0,\xFF,\0
2.117876700000000,0,\xFF,\0
2.117880340000000,0,\xFF,\0
2.117883960000000,0,\xFF,\0
2.117887600000000,0,\xFF,\0
2.117891220000000,0,\xFF,\0
2.117894840000000,0,\xFF,\0
2.117898480000000,0,\xFF,\0
2.117902100000000,0,\xFF,\0
2.117905740000000,0,\xFF,\0
2.117909360000000,0,\xFF,\0
2.117913000000000,0,\xFF,\0
2.117916620000000,0,\xFF,\0
2.117920260000000,0,\xFF,\0
2.117923880000000,0,\xFF,\0
2.117927500000000,0,\xFF,\0
2.117931140000000,0,\xFF,\0
2.117934760000000,0,\xFF,\0
2.117938400000000,0,\xFF,\0
2.117942020000000,0,\xFF,\0
2.117945660000000,0,\xFF,\0
2.117949280000000,0,\xFF,\0
2.117952920000000,0,\xFF,\0
2.117956540000000,0,\xFF,\0
2.117960160000000,0,\xFF,\0
2.117963800000000,0,\xFF,\0
2.117967420000000,0,\xFF,\0
2.117971060000000,0,\xFF,\0
2.117974680000000,0,\xFF,\0
2.117978320000000,0,\xFF,\0
2.117981940000000,0,\xFF,\0
2.117985560000000,0,\xFF,\0
2.117989200000000,0,\xFF,\0
2.117992820000000,0,\xFF,\0
2.117996460000000,0,\xFF,\0
2.118000080000000,0,\xFF,\0
2.118003720000000,0,\xFF,\0
2.118007340000000,0,\xFF,\0
2.118010980000000,0,\xFF,\0
2.118014600000000,0,\xFF,\0
2.118018220000000,0,\xFF,\0
2.118021860000000,0,\xFF,\0
2.118025480000000,0,\xFF,\0
2.118029120000000,0,\xFF,\0
2.118032740000000,0,\xFF,\0
2.118036380000000,0,\xFF,\0
2.118040000000000,0,\xFF,\0
2.118043620000000,0,\xFF,\0
2.118047260000000,0,\xFF,\0
2.118050880000000,0,\xFF,\0
2.118054520000000,0,\xFF,\0
2.118058140000000,0,\xFF,\0
2.118061780000000,0,\xFF,\0
2.118065400000000,0,\xFF,\0
2.118069040000000,0,\xFF,\0
2.118072660000000,0,\xFF,\0
2.118076280000000,0,\xFF,\0
2.118079920000000,0,\xFF,\0
2.118083540000000,0,\xFF,\0
2.118087180000000,0,\xFF,\0
2.118090800000000,0,\xFF,\0
2.118094440000000,0,\xFF,\0
2.118098060000000,0,\xFF,\0
2.118101700000000,0,\xFF,\0
2.118105320000000,0,\xFF,\0
2.118108940000000,0,\xFF,\0
2.118112580000000,0,\xFF,\0
2.118116200000000,0,\xFF,\0
2.118119840000000,0,\xFF,\0
2.118123460000000,0,\xFF,\0
2.118127100000000,0,\xFF,\0
2.118130720000000,0,\xFF,\0
2.118134340000000,0,\xFF,\0
2.118137980000000,0,\xFF,\0
2.118141600000000,0,\xFF,\0
2.118145240000000,0,\xFF,\0
2.118148860000000,0,\xFF,\0
2.118152500000000,0,\xFF,\0
2.118156120000000,0,\xFF,\0
2.118159760000000,0,\xFF,\0
2.118163380000000,0,\xFF,\0
2.118167000000000,0,\xFF,\0
2.118170640000000,0,\xFF,\0
2.118174260000000,0,\xFF,\0
2.118177900000000,0,\xFF,\0
2.118181520000000,0,\xFF,\0
2.118185160000000,0,\xFF,\0
2.118188780000000,0,\xFF,\0
2.118192420000000,0,\xFF,\0
2.118196040000000,0,\xFF,\0
2.118199660000000,0,\xFF,\0
2.118203300000000,0,\xFF,\0
2.118206920000000,0,\xFF,\0
2.118210560000000,0,\xFF,\0
2.118214180000000,0,\xFF,\0
2.118217820000000,0,\xFF,\0
2.118221440000000,0,\xFF,\0
2.118225060000000,0,\xFF,\0
2.118228700000000,0,\xFF,\0
2.118232320000000,0,\xFF,\0
2.118235960000000,0,\xFF,\0
2.118239580000000,0,\xFF,\0
2.118243220000000,0,\xFF,\0
2.118246840000000,0,\xFF,\0
2.118250480000000,0,\xFF,\0
2.118254100000000,0,\xFF,\0
2.118257720000000,0,\xFF,\0
2.118261360000000,0,\xFF,\0
2.118264980000000,0,\xFF,\0
2.118268620000000,0,\xFF,\0
2.118272240000000,0,\xFF,\0
2.118275880000000,0,\xFF,\0
2.118279500000000,0,\xFF,\0
2.118283120000000,0,\xFF,\0
2.118286760000000,0,\xFF,\0
2.118290380000000,0,\xFF,\0
2.118294020000000,0,\xFF,\0
2.118297640000000,0,\xFF,\0
2.118301280000000,0,\xFF,\0
2.118304900000000,0,\xFF,\0
2.118308540000000,0,\xFF,\0
2.118312160000000,0,\xFF,\0
2.118315780000000,0,\xFF,\0
2.118319420000000,0,\xFF,\0
2.118323040000000,0,\xFF,\0
2.118326680000000,0,\xFF,\0
2.118330300000000,0,\xFF,\0
2.118333940000000,0,\xFF,\0
2.118337560000000,0,\xFF,\0
2.118341200000000,0,\xFF,\0
2.118344820000000,0,\xFF,\0
2.118348440000000,0,\xFF,\0
2.118352080000000,0,\xFF,\0
2.118355700000000,0,\xFF,\0
2.118359340000000,0,\xFF,\0
2.118362960000000,0,\xFF,\0
2.118366600000000,0,\xFF,\0
2.118370220000000,0,\xFF,\0
2.118373840000000,0,\xFF,\0
2.118377480000000,0,\xFF,\0
2.118381100000000,0,\xFF,\0
2.118384740000000,0,\xFF,\0
2.118388360000000,0,\xFF,\0
2.118392000000000,0,\xFF,\0
2.118395620000000,0,\xFF,\0
2.118399260000000,0,\xFF,\0
2.118407940000000,0,\xFF,\0
2.118411580000000,0,\xFF,\0
2.118415200000000,0,\xFF,\0
2.118418840000000,0,\xFF,\0
2.118422460000000,0,\xFF,\0
2.118426100000000,0,\xFF,\0
2.118429720000000,0,\xFF,\0
2.118433340000000,0,\xFF,\0
2.118436980000000,0,\xFF,\0
2.118440600000000,0,\xFF,\0
2.118444240000000,0,\xFF,\0
2.118447860000000,0,\xFF,\0
2.118451500000000,0,\xFF,\0
2.118455120000000,0,\xFF,\0
2.118458760000000,0,\xFF,\0
2.118462380000000,0,\xFF,\0
2.118466000000000,0,\xFF,\0
2.118469640000000,0,\xFF,\0
2.118473260000000,0,\xFF,\0
2.118476900000000,0,\xFF,\0
2.118480520000000,0,\xFF,\0
2.118484160000000,0,\xFF,\0
2.118487780000000,0,\xFF,\0
2.118491420000000,0,\xFF,\0
2.118495040000000,0,\xFF,\0
2.118498660000000,0,\xFF,\0
2.118502300000000,0,\xFF,\0
2.118505920000000,0,\xFF,\0
2.118509560000000,0,\xFF,\0
2.118521000000000,0,\xFF,\0
2.118524640000000,0,\xFF,\0
2.118528260000000,0,\xFF,\0
2.118531880000000,0,\xFF,\0
2.118535520000000,0,\xFF,\0
2.118539140000000,0,\xFF,\0
2.118542780000000,0,\xFF,\0
2.118546400000000,0,\xFF,\0
2.118550040000000,0,\xFF,\0
2.118553660000000,0,\xFF,\0
2.118557300000000,0,\xFF,\0
2.118560920000000,0,\xFF,\0
2.118564540000000,0,\xFF,\0
2.118568180000000,0,\xFF,\0
2.118571800000000,0,\xFF,\0
2.118575440000000,0,\xFF,\0
2.118579060000000,0,\xFF,\0
2.118582700000000,0,\xFF,\0
2.118586320000000,0,\xFF,\0
2.118589960000000,0,\xFF,\0
2.118593580000000,0,\xFF,\0
2.118597200000000,0,\xFF,\0
2.118600840000000,0,\xFF,\0
2.118604460000000,0,\xFF,\0
2.118608100000000,0,\xFF,\0
2.118611720000000,0,\xFF,\0
2.118615360000000,0,\xFF,\0
2.118618980000000,0,\xFF,\0
2.118622600000000,0,\xFF,\0
2.118626240000000,0,\xFF,\0
2.118629860000000,0,\xFF,\0
2.118633500000000,0,\xFF,\0
2.118637120000000,0,\xFF,\0
2.118640760000000,0,\xFF,\0
2.118644380000000,0,\xFF,\0
2.118648020000000,0,\xFF,\0
2.118651640000000,0,\xFF,\0
2.118655260000000,0,\xFF,\0
2.118658900000000,0,\xFF,\0
2.118662520000000,0,\xFF,\0
2.118666160000000,0,\xFF,\0
2.118669780000000,0,\xFF,\0
2.118673420000000,0,\xFF,\0
2.118677040000000,0,\xFF,\0
2.118680680000000,0,\xFF,\0
2.118684300000000,0,\xFF,\0
2.118687920000000,0,\xFF,\0
2.118691560000000,0,\xFF,\0
2.118695180000000,0,\xFF,\0
2.118698820000000,0,\xFF,\0
2.118702440000000,0,\xFF,\0
2.118706080000000,0,\xFF,\0
2.118709700000000,0,\xFF,\0
2.118713320000000,0,\xFF,\0
2.118716960000000,0,\xFF,\0
2.118720580000000,0,\xFF,\0
2.118724220000000,0,\xFF,\0
2.118727840000000,0,\xFF,\0
2.118731480000000,0,\xFF,\0
2.118735100000000,0,\xFF,\0
2.118738740000000,0,\xFF,\0
2.118742360000000,0,\xFF,\0
2.118745980000000,0,\xFF,\0
2.118749620000000,0,\xFF,\0
2.118753240000000,0,\xFF,\0
2.118756880000000,0,\xFF,\0
2.118760500000000,0,\xFF,\0
2.118764140000000,0,\xFF,\0
2.118767760000000,0,\xFF,\0
2.118771380000000,0,\xFF,\0
2.118775020000000,0,\xFF,\0
2.118778640000000,0,\xFF,\0
2.118782280000000,0,\xFF,\0
2.118785900000000,0,\xFF,\0
2.118789540000000,0,\xFF,\0
2.118793160000000,0,\xFF,\0
2.118796800000000,0,\xFF,\0
2.118800420000000,0,\xFF,\0
2.118804040000000,0,\xFF,\0
2.118807680000000,0,\xFF,\0
2.118811300000000,0,\xFF,\0
2.118814940000000,0,\xFF,\0
2.118818560000000,0,\xFF,\0
2.118822200000000,0,\xFF,\0
2.118825820000000,0,\xFF,\0
2.118829460000000,0,\xFF,\0
2.118833080000000,0,\xFF,\0
2.118836700000000,0,\xFF,\0
2.118840340000000,0,\xFF,\0
2.118843960000000,0,\xFF,\0
2.118847600000000,0,\xFF,\0
2.118851220000000,0,\xFF,\0
2.118854860000000,0,\xFF,\0
2.118858480000000,0,\xFF,\0
2.118862100000000,0,\xFF,\0
2.118865740000000,0,\xFF,\0
2.118869360000000,0,\xFF,\0
2.118873000000000,0,\xFF,\0
2.118876620000000,0,\xFF,\0
2.118880260000000,0,\xFF,\0
2.118883880000000,0,\xFF,\0
2.118887520000000,0,\xFF,\0
2.118891140000000,0,\xFF,\0
2.118894760000000,0,\xFF,\0
2.118898400000000,0,\xFF,\0
2.118902020000000,0,\xFF,\0
2.118905660000000,0,\xFF,\0
2.118909280000000,0,\xFF,\0
2.118912920000000,0,\xFF,\0
2.118916540000000,0,\xFF,\0
2.118920180000000,0,\xFF,\0
2.118923800000000,0,\xFF,\0
2.118927420000000,0,\xFF,\0
2.118931060000000,0,\xFF,\0
2.118934680000000,0,\xFF,\0
2.118938320000000,0,\xFF,\0
2.118941940000000,0,\xFF,\0
2.118945580000000,0,\xFF,\0
2.118949200000000,0,\xFF,\0
2.118952820000000,0,\xFF,\0
2.118956460000000,0,\xFF,\0
2.118960080000000,0,\xFF,\0
2.118963720000000,0,\xFF,\0
2.118967340000000,0,\xFF,\0
2.118970980000000,0,\xFF,\0
2.118974600000000,0,\xFF,\0
2.118978240000000,0,\xFF,\0
2.118981860000000,0,\xFF,\0
2.118985480000000,0,\xFF,\0
2.118989120000000,0,\xFF,\0
2.118992740000000,0,\xFF,\0
2.118996380000000,0,\xFF,\0
2.119000000000000,0,\xFF,\0
2.119003640000000,0,\xFF,\0
2.119007260000000,0,\xFF,\0
2.119010900000000,0,\xFF,\0
2.119014520000000,0,\xFF,\0
2.119018140000000,0,\xFF,\0
2.119021780000000,0,\xFF,\0
2.119025400000000,0,\xFF,\0
2.119029040000000,0,\xFF,\0
2.119032660000000,0,\xFF,\0
2.119036300000000,0,\xFF,\0
2.119039920000000,0,\xFF,\0
2.119043540000000,0,\xFF,\0
2.119047180000000,0,\xFF,\0
2.119050800000000,0,\xFF,\0
2.119054440000000,0,\xFF,\0
2.119058060000000,0,\xFF,\0
2.119061700000000,0,\xFF,\0
2.119065320000000,0,\xFF,\0
2.119068960000000,0,\xFF,\0
2.119072580000000,0,\xFF,\0
2.119076200000000,0,\xFF,\0
2.119079840000000,0,\xFF,\0
2.119083460000000,0,\xFF,\0
2.119087100000000,0,\xFF,\0
2.119090720000000,0,\xFF,\0
2.119094360000000,0,\xFF,\0
2.119097980000000,0,\xFF,\0
2.119101600000000,0,\xFF,\0
2.119105240000000,0,\xFF,\0
2.119108860000000,0,\xFF,\0
2.119112500000000,0,\xFF,\0
2.119116120000000,0,\xFF,\0
2.119119760000000,0,\xFF,\0
2.119123380000000,0,\xFF,\0
2.119127020000000,0,\xFF,\0
2.119130640000000,0,\xFF,\0
2.119134260000000,0,\xFF,\0
2.119137900000000,0,\xFF,\0
2.119141520000000,0,\xFF,\0
2.119145160000000,0,\xFF,\0
2.119148780000000,0,\xFF,\0
2.119152420000000,0,\xFF,\0
2.119156040000000,0,\xFF,\0
2.119159680000000,0,\xFF,\0
2.119163300000000,0,\xFF,\0
2.119166920000000,0,\xFF,\0
2.119170560000000,0,\xFF,\0
2.119174180000000,0,\xFF,\0
2.119177820000000,0,\xFF,\0
2.119181440000000,0,\xFF,\0
2.119185080000000,0,\xFF,\0
2.119188700000000,0,\xFF,\0
2.119192320000000,0,\xFF,\0
2.119195960000000,0,\xFF,\0
2.119199580000000,0,\xFF,\0
2.119203220000000,0,\xFF,\0
2.119206840000000,0,\xFF,\0
2.119210480000000,0,\xFF,\0
2.119214100000000,0,\xFF,\0
2.119217740000000,0,\xFF,\0
2.119221360000000,0,\xFF,\0
2.119224980000000,0,\xFF,\0
2.119228620000000,0,\xFF,\0
2.119232240000000,0,\xFF,\0
2.119235880000000,0,\xFF,\0
2.119239500000000,0,\xFF,\0
2.119243140000000,0,\xFF,\0
2.119246760000000,0,\xFF,\0
2.119250400000000,0,\xFF,\0
2.119254020000000,0,\xFF,\0
2.119257640000000,0,\xFF,\x02
